2.3028,2.4707,2.492,2.3763,2.42,2.5461,2.5284,2.6164,2.4612,2.5027,2.3739,2.4287,2.4668,2.5138,2.3655,2.4601,2.3778,2.1729,2.1525,2.1391,2.1732,2.2456,2.0896,2.2583,2.2471,2.1458,2.2809,2.2216,2.2359,2.2114,2.1328,2.2334,2.1521,2.1929,2.1561,2.2508,2.2239,2.1973,2.287,2.2743
3.273,3.4487,3.3278,3.3759,3.3974,3.3929,3.3563,3.2742,3.283,3.394,3.2894,3.2206,3.2789,3.4084,3.2066,3.2621,3.3583,3.0961,3.1846,3.1237,3.0678,3.1997,3.0023,3.0789,3.0239,2.978,3.106,3.1018,2.9644,3.0397,3.0055,3.0325,3.0138,3.061,2.9024,2.9548,3.0053,3.1987,3.086,3.1474
1.5694,1.7672,1.8372,1.6998,1.699,2.0856,1.7451,1.6784,1.6764,1.7891,1.785,1.4104,1.6261,1.4851,1.301,1.301,1.4124,1.301,1.3712,1.3658,1.5603,1.301,1.3864,1.301,1.5052,1.3731,1.301,1.301,1.301,1.301,1.301,1.3507,1.301,1.3049,1.3558,1.3065,1.4754,1.3583,1.301,1.301
3.5109,3.5108,3.5462,3.6699,3.6376,3.6365,3.5639,3.4424,3.5275,3.5706,3.5451,3.588,3.5336,3.8372,3.5884,3.6475,3.5737,3.2084,3.2845,3.3076,3.3369,3.3733,3.3797,3.4974,3.312,3.2786,3.2449,3.2839,3.3131,3.321,3.3538,3.3017,3.2998,3.2988,3.3893,3.3339,3.2464,3.2553,3.4165,3.1879
1.9274,2.1767,2.0633,2.174,1.9837,2.0273,1.9914,2.0703,2.1034,2.1735,2.1314,2.2181,2.1721,2.3257,2.1391,2.2665,2.1312,1.842,1.7431,1.8918,1.7294,1.9172,1.7661,1.9453,1.9265,1.8969,1.7611,1.948,1.9206,1.9093,1.8491,1.8714,1.9002,1.7893,1.9451,1.9921,1.8509,1.8737,1.9228,1.9145
2.6638,2.7251,2.6429,2.7962,2.6965,2.6289,2.6655,2.7175,2.7254,2.7721,2.669,2.7763,2.7166,2.7432,2.7096,2.7424,2.8218,2.3332,2.4825,2.344,2.3046,2.7053,2.3503,2.4205,2.5786,2.497,2.4388,2.514,2.4515,2.4985,2.3609,2.4853,2.4345,2.5445,2.4949,2.512,2.4376,2.3986,2.523,2.4558
2.6795,2.7991,2.6908,2.5339,2.6982,2.565,2.6964,2.7688,2.726,2.8252,2.5537,2.6563,2.6187,2.5766,2.7483,2.465,2.6256,2.1903,2.4423,2.3416,2.4288,2.2619,2.2315,2.1171,2.4266,2.3107,2.4505,2.2801,2.3546,2.4429,2.2166,2.0084,2.1672,2.3109,2.2536,2.4108,2.3934,2.0611,2.1384,2.2057
2.9473,3.2871,3.1604,3.2445,3.1778,3.1921,3.2086,3.2737,3.2817,3.3914,3.2323,3.2976,3.2379,3.1998,3.3107,3.2404,3.3484,2.8578,2.9274,2.9021,2.8906,3.1246,2.6749,2.7897,2.98,2.9659,2.9747,2.9649,2.9909,2.9869,2.9225,2.8516,2.8992,2.9173,3.024,3.0373,2.9886,2.9386,2.8595,2.9243
2.3808,2.6788,2.5978,2.4883,2.566,2.547,2.6082,2.4639,2.4789,2.7314,2.5551,2.6265,2.5001,2.7116,2.6675,2.5449,2.5886,2.1474,2.3532,2.3844,2.3769,2.3913,2.2815,2.172,2.2435,2.2639,2.3487,2.3172,2.3784,2.3841,2.2457,2.1038,2.1939,2.2506,2.3236,2.3337,2.2032,2.1393,2.1077,2.2638
2.1421,2.201,2.3395,2.1549,2.0541,2.1507,2.1216,2.1547,2.1298,2.2583,2.082,2.0702,2.1446,2.0851,2.3017,2.1351,2.1067,1.4533,1.9374,1.902,1.6593,1.8114,1.7447,1.7563,1.9251,1.9356,1.9278,1.9971,1.7923,1.8581,1.7731,1.7451,1.8703,1.84,1.8191,1.7742,1.8517,1.7149,1.7839,1.856
2.9229,3.1547,2.8814,2.8748,3.0159,2.968,2.8779,2.9359,2.9433,3.0376,2.7846,3.0128,2.9336,2.7905,2.9767,2.8773,2.8559,2.571,2.5119,2.6564,2.6705,2.9011,2.4787,2.4171,2.6674,2.5377,2.6194,2.5898,2.7138,2.5908,2.5188,2.4736,2.452,2.5552,2.5709,2.7105,2.7089,2.5942,2.5687,2.4506
2.9775,3.0439,3.0463,3.0957,2.962,3.0278,3.0501,3.0527,3.1542,3.1284,3.0811,3.2053,3.0108,3.0532,3.2169,3.1338,3.1348,2.6781,2.782,2.7742,2.8885,2.9065,2.684,2.4742,2.8232,2.8134,2.7991,2.8614,2.8666,2.8456,2.7666,2.6301,2.6465,2.8458,2.7971,2.8903,2.7784,2.7047,2.6717,2.5312
2.5813,2.8515,2.6784,2.6882,2.7982,2.7425,2.8609,2.7372,2.8449,2.9614,2.7188,2.9039,2.8185,2.8361,2.9168,2.7952,2.7628,2.3412,2.5784,2.4113,2.5806,2.5483,2.3774,2.2768,2.553,2.4636,2.5468,2.5368,2.5816,2.618,2.4408,2.3271,2.5215,2.5262,2.5544,2.5524,2.5157,2.3747,2.3828,2.4655
2.2294,2.7121,2.4273,2.5235,2.5546,2.4576,2.5654,2.511,2.5937,2.5761,2.4465,2.6366,2.4583,2.4821,2.5114,2.5707,2.563,2.1163,2.2983,2.2628,2.2159,2.227,2.1439,2.2322,2.3044,2.1873,2.2858,2.2131,2.3655,2.1985,2.192,2.2052,2.1484,2.3133,2.2934,2.2654,2.2768,2.2675,2.0892,2.0959
1.8376,1.9987,1.9669,1.9721,1.8348,1.9634,1.9449,1.6965,2.0158,2.1121,1.966,2.0346,1.9472,1.9836,2.0277,1.9683,1.8801,1.5658,1.5734,1.7521,1.7733,1.5959,1.6431,1.5684,1.7199,1.5952,1.7454,1.5607,1.6925,1.6694,1.6727,1.7575,1.6742,1.6897,1.7409,1.7473,1.6596,1.6593,1.5166,1.4406
1.9175,2.1341,2.0087,2.0697,2.2204,2.0315,2.0403,1.9971,2.0651,2.2532,2.1176,2.0619,2.1791,2.1141,2.134,2.0762,2.0932,1.9474,1.8579,1.9709,1.9538,1.9423,1.7061,1.7578,1.7826,1.8277,1.8173,1.8578,1.8721,1.9066,1.8552,1.8402,1.7987,1.8683,1.7467,1.8519,1.6751,1.7708,1.7792,1.7141
2.2087,2.4294,2.2511,2.4205,2.4224,2.2639,2.2248,2.197,2.3392,2.3932,2.1486,2.3911,2.2693,2.4746,2.4572,2.3919,2.2789,1.9863,2.0301,2.0648,2.0168,2.2516,1.9267,2.0217,2.1487,2.0527,1.9602,2.0932,2.1281,2.0824,2.0293,2.1237,1.9735,2.0307,2.0467,2.0792,2.087,1.9356,2.007,2.1534
3.1085,3.2852,3.249,3.2704,3.1032,3.2709,3.3207,3.2586,3.3049,3.3482,3.2204,3.2307,3.2349,3.4963,3.264,3.2939,3.2996,2.9034,3.141,2.7892,2.9974,3.1043,2.8971,2.791,2.9846,2.9989,3.1257,3.0814,2.9882,3.0121,2.9658,2.8343,2.9954,3.0056,2.869,2.9861,2.9804,2.9653,2.8693,3.0587
2.1294,2.2071,2.1044,2.1954,2.2167,2.0286,2.1639,2.1076,2.123,2.2881,2.2443,2.2662,2.1406,2.2121,2.1465,2.2885,2.1288,1.8854,1.851,2.0266,1.857,2.0117,1.9053,1.913,2.0499,1.9749,1.9752,1.9349,2.0428,1.8629,1.8616,1.9899,1.8414,2.0814,1.947,1.9779,1.8872,1.9766,1.9165,2.0025
1.6365,2.0322,1.8434,1.9487,2.0088,1.8084,2.0608,1.9614,1.9343,2.2595,1.8256,2.195,2.0161,2.0292,1.9561,2.224,2.0994,1.6107,1.6008,1.703,1.7044,1.5502,1.5344,1.6223,1.8022,1.5469,1.5668,1.6668,1.6987,1.7257,1.697,1.6196,1.7663,1.6534,1.7421,1.7749,1.714,1.6817,1.7165,1.7552
2.3351,2.6904,2.5809,2.4311,2.4456,2.5032,2.5763,2.4024,2.594,2.5965,2.4373,2.5561,2.6582,2.3939,2.6115,2.4086,2.4404,2.0039,2.2674,2.2253,2.2989,2.1627,2.1239,1.8781,2.2187,2.057,2.2247,2.1702,2.3421,2.2352,2.1536,2.1359,2.1708,2.1526,2.0991,2.1595,2.2471,1.9992,1.9002,1.9813
1.9689,2.4455,2.1572,2.3463,2.2443,2.114,2.364,2.0798,2.2203,2.3956,2.2528,2.3328,2.2932,2.5092,2.2629,2.333,2.325,1.9133,2.0907,1.9296,1.8376,1.8354,1.7222,1.8874,1.9962,1.859,2.1009,2.0188,1.9067,1.8292,2.0212,1.8337,1.9836,1.9354,2.0076,1.9029,1.8506,1.8949,1.9102,2.0705
2.1351,2.3539,2.2411,2.3319,2.3575,2.2194,2.2628,2.2725,2.2794,2.3524,2.299,2.2947,2.3448,2.3463,2.1943,2.3403,2.2049,1.968,2.042,2.1119,1.9996,2.2276,1.9535,2.0918,2.1855,2.0048,1.9514,2.0468,2.0825,1.9744,1.9464,2.1797,1.9693,1.9109,2.0177,2.0232,2.0371,2.0632,1.9937,2.1244
2.2435,2.3579,2.372,2.4019,2.3742,2.2879,2.4287,2.5783,2.3633,2.4211,2.3418,2.5695,2.3242,2.523,2.5063,2.3896,2.2683,1.9886,2.1334,2.0109,2.0663,2.257,2.0162,2.0887,2.347,2.0141,2.1652,2.0836,2.1569,1.9201,2.075,2.0641,1.8559,2.0102,1.9701,2.1892,2.1583,2.0818,2.0849,2.0798
2.5326,2.6485,2.4723,2.5703,2.5402,2.4937,2.4721,2.6063,2.5138,2.7187,2.5959,2.5342,2.6409,2.7365,2.606,2.5906,2.5002,2.2967,2.3847,2.3825,2.3077,2.3098,2.1601,2.4146,2.4495,2.4042,2.3567,2.399,2.3064,2.2781,2.2373,2.3953,2.2777,2.3235,2.2252,2.1805,2.3469,2.3207,2.443,2.4096
2.2867,2.3448,2.4387,2.5062,2.4359,2.3209,2.3963,2.4859,2.4391,2.5223,2.3452,2.503,2.3848,2.3908,2.5208,2.4783,2.6257,1.8627,2.1126,2.1045,2.2462,2.3404,2.0916,2.118,2.1884,2.0983,2.2109,2.2031,2.2369,2.1052,2.1333,2.0717,2.2039,2.1561,2.2825,2.2534,2.0292,2.0319,2.0483,2.1003
3.3641,3.564,3.3891,3.4476,3.6276,3.4458,3.3859,3.3497,3.3708,3.5037,3.3899,3.3581,3.4736,3.3038,3.2832,3.3816,3.4534,3.285,3.1283,3.2633,3.1628,3.2546,3.2384,3.1623,3.1101,3.171,3.1082,3.1426,3.0724,3.1733,3.1462,3.2945,3.1461,3.168,3.1387,3.1028,3.1168,3.2306,3.3359,3.1761
2.2716,2.5914,2.3713,2.4765,2.416,2.2808,2.4955,2.4762,2.459,2.4823,2.4013,2.7578,2.4762,2.6903,2.6345,2.6406,2.6285,2.0976,2.1941,2.2026,2.0725,2.3193,1.9634,2.145,2.2445,2.0138,2.2295,2.2635,2.4198,2.2851,2.1887,2.1704,2.178,2.2248,2.4037,2.384,2.277,2.1677,2.0814,2.0255
2.4465,2.5431,2.6188,2.7978,2.509,2.6266,2.4826,2.5392,2.6408,2.6455,2.5398,2.592,2.567,2.5779,2.7521,2.5893,2.6101,2.0899,2.3228,2.3387,2.2674,2.5178,2.2651,2.2537,2.4736,2.3861,2.3106,2.3846,2.2832,2.3847,2.2803,2.219,2.2481,2.4148,2.3703,2.3414,2.2555,2.248,2.2981,2.1945
2.1987,2.1533,2.3237,2.2987,2.2013,2.2172,2.3756,2.2504,2.3089,2.4273,2.3537,2.1667,2.2241,1.9566,2.1019,2.0468,2.1439,1.8048,2.0877,1.9849,2.0426,2.2326,1.8274,1.8406,2.0472,1.891,1.879,2.0248,1.9077,1.9011,1.9278,1.6314,1.7112,2.0147,1.7059,1.8685,1.9464,1.7659,1.9534,1.8977
2.4234,2.7491,2.6819,2.5648,2.6279,2.6336,2.6915,2.4373,2.5302,2.7994,2.6725,2.6658,2.5601,2.7307,2.7039,2.5696,2.7093,2.1248,2.3887,2.4088,2.3879,2.4006,2.3958,2.1924,2.3238,2.2942,2.3887,2.3429,2.3815,2.4556,2.2869,2.1162,2.2328,2.2727,2.3996,2.3936,2.175,2.1028,2.0257,2.2342
3.4774,3.4639,3.4316,3.3489,3.3197,3.4562,3.5142,3.4031,3.4764,3.4903,3.4689,3.4008,3.3578,3.3588,3.2212,3.3094,3.5316,3.0242,3.305,2.9935,3.0949,3.1468,2.9466,2.9367,3.1498,3.1496,3.2724,3.2806,3.0812,3.1441,3.0078,2.9054,2.9899,3.306,2.9362,3.2119,3.0929,3.0455,3.1114,3.0607
1.8751,1.8997,1.9958,2.1278,1.8322,2.0011,1.9727,1.7683,1.9583,2.1184,1.9273,1.9699,1.9205,2.07,1.7812,1.8487,1.8978,1.6021,1.6624,1.7331,1.7596,1.6509,1.6821,1.6593,1.8012,1.6601,1.4936,1.568,1.6909,1.6511,1.6177,1.654,1.5179,1.5775,1.6491,1.6683,1.6674,1.486,1.7784,1.7734
2.0821,2.3846,2.1943,2.1982,2.1906,2.1716,2.2021,2.1296,2.2576,2.3867,2.2809,2.2275,2.119,2.1638,2.2912,2.3371,2.1291,1.6304,1.9928,1.8781,1.8844,1.9194,1.7838,1.8097,2.009,1.8487,2.0393,1.9683,1.9929,2.07,1.7992,1.8315,1.8946,1.7853,2.0396,2.0576,1.9351,1.7079,1.7908,1.8883
1.9934,2.2885,2.2809,2.3877,2.1091,2.1964,2.3326,2.2881,2.3887,2.245,2.2857,2.5401,2.4638,2.4179,2.3193,2.3847,2.3509,2.012,2.032,1.9768,1.9755,2.1457,1.8907,2.0552,2.1817,2.0806,2.0027,2.1471,2.1536,2.0727,2.0428,2.163,2.0315,2.0853,2.1358,2.1885,2.0366,2.0755,2.0419,2.0835
2.2258,2.3458,2.185,2.3954,2.2893,2.2415,2.3815,2.4396,2.3725,2.4836,2.3958,2.4616,2.3761,2.4713,2.448,2.4303,2.3442,2.1123,2.1144,2.017,2.0036,2.2076,2.0405,2.0787,2.2538,2.1374,2.0959,2.1633,2.2464,2.1857,2.0966,2.0797,2.1556,2.0449,2.2312,2.175,2.0908,2.1304,2.1807,2.3346
2.685,2.9783,2.9563,2.8664,2.8124,2.8754,2.9419,2.9571,2.8891,2.8335,2.8104,2.8892,3.039,2.7064,2.65,2.9223,2.7599,2.5252,2.5329,2.6757,2.498,2.2163,2.612,2.5442,2.4703,2.4045,2.4921,2.4126,2.5558,2.6817,2.7083,2.6185,2.55,2.4189,2.4359,2.5243,2.6012,2.5772,2.6793,2.7138
2.2011,2.2814,2.3242,2.202,2.3067,2.2785,2.2399,2.2875,2.3259,2.4288,2.3104,2.5206,2.4057,2.5718,2.1962,2.3999,2.45,1.9279,1.7071,1.918,1.8528,1.8136,1.8948,2.0375,2.0664,1.9749,1.9774,2.1246,2.2077,2.4015,2.0324,1.9042,1.9888,2.0617,2.2001,2.1885,2.0839,1.8828,1.9345,2.0346
2.351,2.5413,2.602,2.499,2.5109,2.4816,2.6339,2.5206,2.4445,2.5947,2.6664,2.849,2.6008,2.5498,2.7531,2.6198,2.6871,2.1504,2.2268,2.3441,2.3352,2.3151,2.2665,2.0412,2.3077,2.3546,2.3119,2.3377,2.3649,2.2955,2.261,2.2978,2.1131,2.2822,2.2779,2.416,2.2788,2.2209,1.829,2.1296
1.8351,2.3057,2.1249,2.2309,2.1604,2.2983,2.3117,2.0928,2.2778,2.0266,2.162,2.3323,2.3183,2.2403,2.3818,2.2024,2.3192,1.6721,1.9748,1.9354,1.9344,1.8558,1.8382,1.8142,1.9293,1.7334,2.0441,1.9338,2.011,2.0235,2.0157,1.8337,1.8398,1.8331,1.6693,1.9792,1.93,1.8669,1.7924,1.8752
1.8048,1.6706,1.8234,1.8485,1.8039,1.8376,1.9126,1.7352,1.8303,1.7505,1.7416,1.8043,1.6797,1.9015,1.7746,1.853,2.1126,1.4742,1.698,1.6743,1.4076,1.5689,1.3436,1.3518,1.7021,1.301,1.5235,1.6765,1.5911,1.4196,1.4684,1.301,1.558,1.4571,1.4382,1.4532,1.5501,1.301,1.4091,1.4384
1.6812,1.8527,2.1313,2.1417,1.9772,2.1516,2.0422,1.9848,1.8074,2.0627,1.9721,1.301,1.6758,1.301,1.9629,1.301,1.301,1.301,1.7914,1.6282,1.5843,1.4969,1.7688,1.301,1.8431,1.6102,1.6038,1.622,1.301,1.301,1.301,1.301,1.3229,1.5853,1.301,1.301,1.5322,1.301,1.301,1.301
2.5446,2.8326,2.7054,2.7224,2.6891,2.7046,2.5077,2.3488,2.5667,2.7507,2.5719,2.7127,2.5692,2.6447,2.7052,2.6064,2.7988,2.3381,2.4079,2.4388,2.3783,2.4687,2.1339,2.3705,2.2673,2.1344,2.179,2.2101,2.3598,2.4062,2.1966,2.2231,2.247,2.2527,2.2554,2.3454,2.3827,2.2636,2.504,2.4003
1.8235,2.244,1.9893,2.2456,2.2112,1.8748,2.1195,2.115,2.1136,1.8716,2.0757,2.3403,2.3886,2.2934,2.4204,2.2307,2.3429,1.8488,1.7417,1.8692,1.6921,1.6719,1.635,1.7431,1.9395,1.7612,1.8026,1.9106,2.112,2.0561,1.8321,1.9399,1.9002,1.8693,2.1245,1.9176,1.9941,1.9017,1.7273,1.6944
2.3251,2.527,2.6767,2.5995,2.4873,2.3057,2.2486,2.4832,2.4173,2.4721,2.5087,2.3995,2.3989,2.5435,2.6356,2.3645,2.4678,2.1038,2.3253,2.2342,2.3904,2.2391,2.2662,2.2318,2.2307,2.2928,2.2936,2.3633,2.2078,2.0775,2.1018,1.8136,2.0184,2.2283,2.1801,2.0907,2.1903,2.0299,2.1226,2.0774
2.1959,2.4627,2.3201,2.2488,2.2336,2.1413,2.2499,2.2956,2.3302,2.4714,2.3169,2.2863,2.3583,2.3504,2.5472,2.3289,2.4484,1.9025,2.0843,1.9564,2.0101,2.3172,2.0379,1.867,2.0179,2.0238,2.0143,2.0589,2.0721,1.9778,1.972,1.8488,2.1073,2.1376,1.9586,2.1354,2.0876,1.9289,1.8176,2.1089
2.7345,3.0365,2.8888,2.9173,2.9129,2.9607,2.8845,2.8235,2.7675,2.981,2.8393,2.9312,2.7887,3.0023,2.9591,2.7976,2.8708,2.4275,2.6905,2.6958,2.6396,2.6321,2.7004,2.4354,2.5236,2.6718,2.6855,2.6475,2.7099,2.6764,2.6195,2.4459,2.5559,2.7023,2.7143,2.626,2.4658,2.4642,2.3914,2.5123
2.48,2.5544,2.4666,2.7672,2.6751,2.5147,2.6104,2.5047,2.5019,2.602,2.5051,2.6488,2.6125,2.7032,2.5215,2.7308,2.6356,2.3709,2.2319,2.3167,2.2767,2.4714,2.2079,2.4157,2.3103,2.2838,2.3386,2.2789,2.3807,2.4518,2.518,2.324,2.3525,2.2716,2.412,2.4474,2.2993,2.3632,2.5388,2.2878
2.6512,2.6567,2.7654,2.6035,2.7316,2.614,2.6233,2.7368,2.6273,2.6909,2.619,2.5877,2.6749,2.9035,2.6412,2.688,2.5437,2.4395,2.4415,2.467,2.4852,2.5934,2.2588,2.606,2.4209,2.4032,2.3782,2.3489,2.3579,2.277,2.3292,2.4655,2.3725,2.3954,2.3883,2.4521,2.2781,2.3668,2.5019,2.5177
2.0831,2.1938,2.0377,2.0606,2.2488,2.1532,2.1396,2.2232,2.1432,2.3102,2.0967,2.3451,2.2967,2.4124,2.2136,2.3537,2.1803,1.9201,1.9783,2.0037,2.0106,2.0953,1.8542,1.9368,2.0435,1.8746,1.8548,1.9802,2.0682,2.0524,1.9187,2.1602,1.936,1.9582,2.0803,2.1329,1.9548,1.9763,2.0297,1.9458
3.5935,3.4984,3.5868,3.4986,3.4378,3.599,3.5813,3.5082,3.5687,3.5416,3.5513,3.4854,3.4183,3.2951,3.4572,3.359,3.6252,3.0359,3.3476,3.0789,3.1998,3.1808,3.0646,2.9201,3.2687,3.2769,3.3534,3.3481,3.1541,3.2292,3.0991,2.9078,3.0193,3.4098,3.1047,3.3414,3.2174,3.0857,3.1668,3.0922
2.0009,2.1205,1.9463,2.0252,2.1934,1.85,2.0437,1.9594,2.0079,2.0167,2.0041,1.8123,2.1037,2.1725,2.0797,2.0076,1.8973,1.7101,1.529,1.8439,1.8494,1.5746,1.8722,1.7099,1.7875,1.6498,1.6803,1.6411,1.7897,1.5884,1.7518,1.7819,1.8967,1.5749,1.6547,1.5681,1.6849,1.7559,1.6582,1.6818
1.791,2.0221,1.8805,1.9886,2.0157,1.789,2.0214,1.8801,1.9778,1.9711,1.9936,2.1963,2.0909,2.2334,2.1238,2.0639,2.0038,1.6405,1.7184,1.6298,1.5886,1.9929,1.5938,1.5395,1.7936,1.7536,1.7631,1.6577,1.9022,1.7514,1.6769,1.7811,1.6948,1.7477,1.9222,1.9126,1.7537,1.6424,1.6602,1.717
2.3827,2.5892,2.649,2.5668,2.6075,2.654,2.5915,2.6748,3.0797,2.7759,2.6028,2.7359,2.6421,2.6837,2.6948,2.6955,2.5878,2.1307,2.3562,2.3148,2.2784,2.4574,2.2454,2.3121,2.4316,2.3596,2.3023,2.3783,2.4004,2.449,2.3648,2.2099,2.2952,2.2506,2.4759,2.4498,2.3044,2.3141,2.2547,2.252
1.96,2.426,2.1928,2.3695,2.3285,2.124,2.2336,2.1646,2.1435,2.2793,2.0997,2.0645,2.285,2.2197,2.3723,2.1701,2.2421,1.7938,1.9804,1.6653,1.7863,2.1465,1.7093,1.863,1.8758,1.8716,1.9175,1.6454,1.9295,1.8936,1.9875,1.9042,1.9041,1.8295,1.9886,2.019,1.9799,1.9492,1.9587,1.9889
2.24,2.52,2.5133,2.5861,2.4336,2.5262,2.5586,2.3435,2.5162,2.7184,2.567,2.5189,2.5065,2.5111,2.6225,2.5588,2.5103,2.1109,2.2472,2.2011,2.152,2.1588,2.2558,2.0968,2.2452,2.3178,2.3059,2.278,2.3833,2.4379,2.2162,2.3354,2.1795,2.2153,2.3008,2.2859,2.2657,2.2594,2.0633,2.1629
2.1028,2.1927,2.2067,2.0849,2.3285,2.3224,2.1905,2.2,2.195,2.4043,2.2153,2.2725,2.3722,2.3278,2.3646,2.2853,2.2707,1.9854,1.9832,2.1124,2.1441,1.9304,2.1807,1.8938,2.0813,1.8907,1.9395,1.8993,2.0891,1.8439,1.9453,2.1875,1.9353,2.0119,1.9514,2.0949,1.9569,1.969,1.9183,1.8787
2.8442,3.0427,2.8398,2.8167,3.1291,2.8435,2.7451,2.756,2.9292,2.9288,2.5874,2.8068,2.8227,2.8806,2.712,2.7476,2.7722,2.3688,2.4884,2.7198,2.6706,2.7978,2.3919,2.2822,2.5037,2.3354,2.4668,2.5014,2.5504,2.5006,2.4114,2.4141,2.3612,2.4565,2.356,2.5504,2.5776,2.3558,2.4358,2.5507
2.1626,2.3393,2.1382,2.1332,2.2268,2.2275,2.1329,2.0222,2.2631,2.3968,2.206,2.2428,2.3078,2.2426,2.1629,2.2747,2.2604,2.0512,1.8637,2.0885,1.8531,1.9929,1.9768,1.9429,2.0918,1.9324,1.9581,2.0151,2.0933,2.0191,1.9641,1.933,1.9651,1.7816,1.9862,2.0048,1.9908,1.9327,2.124,1.9282
3.2713,3.3886,3.5854,3.4939,3.3842,3.5586,3.5052,3.5402,3.6062,3.6258,3.4967,3.5059,3.595,3.3896,3.2659,3.404,3.5673,3.0728,3.2522,3.0691,3.1994,3.26,3.1357,2.9721,3.2536,3.2662,3.2456,3.3078,3.1694,3.3134,3.1725,2.9809,3.1815,3.326,3.1151,3.1975,3.2521,3.1447,3.2137,3.1219
2.3253,2.4245,2.6411,2.7677,2.4484,2.3937,2.5763,2.3848,2.5287,2.7764,2.4425,2.5111,2.5395,2.5362,2.5578,2.551,2.6085,2.1544,2.1712,2.2797,2.3611,2.2682,2.3175,2.15,2.1734,2.3158,2.1559,2.2537,2.4002,2.3489,2.1699,2.2524,2.2534,2.1984,2.2787,2.2937,2.1803,2.1558,2.3026,2.0994
2.0584,2.2385,2.262,2.3465,2.1105,2.2789,2.261,2.2976,2.2652,2.3759,2.1834,2.2865,2.211,2.2585,2.4681,2.3539,2.3122,1.7745,2.16,1.8989,1.9196,1.9324,1.8168,1.8019,2.1154,2.0104,2.1238,2.0647,2.0241,2.0824,1.9496,1.8098,1.9357,2.0955,1.9845,2.0911,1.9813,1.855,1.9113,2.0313
